NO,SAMPLE_ID,식품코드,DB군,식품명,연도,지역 / 제조사,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎),총 포화 지방산(g),트랜스 지방산(g),성분표출처
6039,D016616-ZZ-AVG,D016616,음식,옥수수 범벅,2019,뚜레쥬르,92,310,6,-,-,11,250,-,11,-,식약처('19)
6040,D016617-ZZ-AVG,D016617,음식,고메 미트볼 고로케,2019,뚜레쥬르,120,350,7,-,-,17,310,-,7,-,식약처('19)
6041,D016618-ZZ-AVG,D016618,음식,골든 고구마 패스트리,2019,뚜레쥬르,124,505,11,-,-,27,430,-,12,-,식약처('19)
6042,D016619-ZZ-AVG,D016619,음식,반반모스,2019,뚜레쥬르,310,1680,59,-,-,104,630,-,58,-,식약처('19)
6043,D016620-ZZ-AVG,D016620,음식,황금파이만주,2019,뚜레쥬르,58,305,4,-,-,10,200,-,12,-,식약처('19)
6044,D016621-ZZ-AVG,D016621,음식,오리지날 뺑오레쟁,2019,뚜레쥬르,96,390,8,-,-,20,320,-,9,-,식약처('19)
6045,D016622-ZZ-AVG,D016622,음식,바통쉬크레,2019,뚜레쥬르,130,595,10,-,-,29,430,-,18,-,식약처('19)
6046,D016623-ZZ-AVG,D016623,음식,크리스피쇼콜라,2019,뚜레쥬르,104,515,7,-,-,22,320,-,24,-,식약처('19)
6047,D016624-ZZ-AVG,D016624,음식,갈릭퐁당브레드 (소),2019,뚜레쥬르,160,615,10,-,-,22,580,-,22,-,식약처('19)
6048,D016625-ZZ-AVG,D016625,음식,갈릭퐁당브레드 (대),2019,뚜레쥬르,310,1195,20,-,-,43,1110,-,42,-,식약처('19)
6049,D016626-ZZ-AVG,D016626,음식,초코호두 브리오쉬,2019,뚜레쥬르,90,365,7,-,-,14,210,-,11,-,식약처('19)
6050,D016627-ZZ-AVG,D016627,음식,흑미 찹쌀 토스트 식빵,2019,뚜레쥬르,380,1050,31,-,-,24,1710,-,2,-,식약처('19)
6051,D016628-ZZ-AVG,D016628,음식,고메버터식빵,2019,뚜레쥬르,280,1035,25,-,-,25,1190,-,25,-,식약처('19)
6052,D016629-ZZ-AVG,D016629,음식,통우유식빵,2019,뚜레쥬르,420,270,8,-,-,9,450,-,3.8,-,식약처('19)
6053,D016630-ZZ-AVG,D016630,음식,통우유식빵(Half),2019,뚜레쥬르,210,225,6,-,-,8,380,-,3.1,-,식약처('19)
6054,D016631-ZZ-AVG,D016631,음식,흑심 품은 맘모스 (소),2019,뚜레쥬르,155,535,13,-,-,38,310,-,9,-,식약처('19)
6055,D016632-ZZ-AVG,D016632,음식,사르르 고구마 케이크 빵,2019,뚜레쥬르,128,385,7,-,-,27,260,-,12,-,식약처('19)
6056,D016633-ZZ-AVG,D016633,음식,달콤한 흑당 꿀 도넛 (3개입),2019,뚜레쥬르,159,570,9,-,-,19,940,-,8,-,식약처('19)
6057,D016634-ZZ-AVG,D016634,음식,베리베리 건강브레드 (소),2019,뚜레쥬르,95,280,7,-,-,10,400,-,0.6,-,식약처('19)
6058,D016635-ZZ-AVG,D016635,음식,생크림 만난 마롱 브레드,2019,뚜레쥬르,110,455,9,-,-,21,360,-,13,-,식약처('19)
6059,D016636-ZZ-AVG,D016636,음식,베리베리 건강브레드 (대),2019,뚜레쥬르,102,280,7,-,-,11,400,-,0.6,-,식약처('19)
6060,D016637-ZZ-AVG,D016637,음식,초코칩트위스트,2019,뚜레쥬르,76,325,6,-,-,12,280,-,11,-,식약처('19)
6061,D016638-ZZ-AVG,D016638,음식,고소하고 쫄깃한 찹쌀브레드,2019,뚜레쥬르,75,255,6,-,-,10,270,-,2.8,-,식약처('19)
6062,D016639-ZZ-AVG,D016639,음식,슈크림소보로,2019,뚜레쥬르,114,510,10,-,-,26,330,-,16,-,식약처('19)
6063,D016640-ZZ-AVG,D016640,음식,새콤달콤 유자파이,2019,뚜레쥬르,100,365,6,-,-,9,370,-,12,-,식약처('19)
6064,D016641-ZZ-AVG,D016641,음식,라우겐(2개입),2019,뚜레쥬르,156,430,13,-,-,6,1070,-,0.8,-,식약처('19)
6065,D016642-ZZ-AVG,D016642,음식,흑심 품은 맘모스 (대),2019,뚜레쥬르,310,1075,25,-,-,76,620,-,19,-,식약처('19)
6066,D016643-ZZ-AVG,D016643,음식,생크림 듬뿍 망고 패스트리,2019,뚜레쥬르,100,330,5,-,-,22,200,-,9,-,식약처('19)
6067,D016644-ZZ-AVG,D016644,음식,요거크림 듬뿍 블루베리 패스트리,2019,뚜레쥬르,90,325,5,-,-,18,210,-,10,-,식약처('19)
6068,D016645-ZZ-AVG,D016645,음식,크림 듬뿍 파이슈,2019,뚜레쥬르,150,455,7,-,-,21,260,-,17,-,식약처('19)
6069,D016646-ZZ-AVG,D016646,음식,NEW정통고로케,2019,뚜레쥬르,108,315,8,-,-,4,370,-,4.3,-,식약처('19)
6070,D016647-ZZ-AVG,D016647,음식,NEW김치고로케,2019,뚜레쥬르,132,375,8,-,-,6,360,-,5,-,식약처('19)
6071,D016648-ZZ-AVG,D016648,음식,NEW바베큐치킨고로케,2019,뚜레쥬르,114,360,9,-,-,10,380,-,4.7,-,식약처('19)
6072,D016649-ZZ-AVG,D016649,음식,치킨마요브레드,2019,뚜레쥬르,125,365,15,-,-,7,600,-,6,-,식약처('19)
6073,D016650-ZZ-AVG,D016650,음식,부추잡채고로케,2019,뚜레쥬르,110,320,6,-,-,4,350,-,4.5,-,식약처('19)
6074,D016651-ZZ-AVG,D016651,음식,골든피치패스트리,2019,뚜레쥬르,140,405,8,-,-,27,290,-,10,-,식약처('19)
6075,D016652-ZZ-AVG,D016652,음식,청포도패스트리,2019,뚜레쥬르,75,215,4,-,-,14,150,-,5,-,식약처('19)
6076,D016653-ZZ-AVG,D016653,음식,TLJ 옥수수 듬뿍 옥수수식빵,2019,뚜레쥬르,342,950,25,-,-,26,1110,-,10,-,식약처('19)
6077,D016654-ZZ-AVG,D016654,음식,소금버터빵,2019,뚜레쥬르,75,320,5,-,-,4,460,-,13,-,식약처('19)
6078,D016655-ZZ-AVG,D016655,음식,빵속에리얼초코,2019,뚜레쥬르,76,200,5,-,-,6,180,-,6,-,식약처('19)
6079,D016656-ZZ-AVG,D016656,음식,아몬드보스톡,2019,뚜레쥬르,70,300,5,-,-,18,160,-,7,-,식약처('19)
6080,D016657-ZZ-AVG,D016657,음식,카라멜러스크,2019,뚜레쥬르,75,270,4,-,-,12,170,-,10,-,식약처('19)
6081,D016658-ZZ-AVG,D016658,음식,NEW고소한후랑크소시지,2019,뚜레쥬르,91,285,11,-,-,8,550,-,6,-,식약처('19)
6082,D016659-ZZ-AVG,D016659,음식,NEW어니언소시지포카치아,2019,뚜레쥬르,128,490,10,-,-,17,420,-,11,-,식약처('19)
6083,D016660-ZZ-AVG,D016660,음식,크림가득 인절미 브레드,2019,뚜레쥬르,133,615,12,-,-,26,350,-,18,-,식약처('19)
6084,D016661-ZZ-AVG,D016661,음식,오리지널뺑오쇼콜라,2019,뚜레쥬르,58,230,5,-,-,12,190,-,5,-,식약처('19)
6085,D016662-ZZ-AVG,D016662,음식,NEW단팥소보로,2019,뚜레쥬르,110,410,11,-,-,32,260,-,3.4,-,식약처('19)
6086,D016663-ZZ-AVG,D016663,음식,신선함이 가득한 11시 생크림식빵,2019,뚜레쥬르,82,240,7,-,-,6,440,-,3.1,-,식약처('19)
6087,D016664-ZZ-AVG,D016664,음식,탕종법으로 만든 쫄깃한 식빵,2019,뚜레쥬르,78,170,5,-,-,4,310,-,1.1,-,식약처('19)
6088,D016665-ZZ-AVG,D016665,음식,후레쉬 크림빵,2019,뚜레쥬르,76,265,6,-,-,11,300,-,6,-,식약처('19)
6089,D016666-ZZ-AVG,D016666,음식,쫄깃한 찹쌀도넛,2019,뚜레쥬르,81,275,5,-,-,19,320,-,1.9,-,식약처('19)
6090,D016667-ZZ-AVG,D016667,음식,호두 연유 바게트,2019,뚜레쥬르,213,750,18,-,-,14,980,-,11,-,식약처('19)
6091,D016668-ZZ-AVG,D016668,음식,한입쏘옥 크림치즈파이,2019,뚜레쥬르,29,130,1,-,-,3,90,-,6,-,식약처('19)
6092,D016669-ZZ-AVG,D016669,음식,오리지널 크라상,2019,뚜레쥬르,58,260,4,-,-,6,470,-,10,-,식약처('19)
6093,D016670-ZZ-AVG,D016670,음식,프랑보아즈 아몬드 크라상,2019,뚜레쥬르,114,450,7,-,-,25,260,-,12,-,식약처('19)
6094,D016671-ZZ-AVG,D016671,음식,밤이 듬뿍 맘모스(소),2019,뚜레쥬르,175,645,11,-,-,47,300,-,13,-,식약처('19)
6095,D016672-ZZ-AVG,D016672,음식,통큰양파빵,2019,뚜레쥬르,186,605,17,-,-,17,810,-,11,-,식약처('19)
6096,D016673-ZZ-AVG,D016673,음식,퀸즈 브리오쉬 브레드,2019,뚜레쥬르,254,885,19,-,-,53,910,-,23,-,식약처('19)
6097,D016674-ZZ-AVG,D016674,음식,담백하고쫄깃한탕종브레드,2019,뚜레쥬르,77,165,5,-,-,4,300,-,1.1,-,식약처('19)
6098,D016675-ZZ-AVG,D016675,음식,핫도그패스트리,2019,뚜레쥬르,127,345,13,-,-,12,790,-,5,-,식약처('19)
6099,D016676-ZZ-AVG,D016676,음식,밤이 듬뿍 맘모스(대),2019,뚜레쥬르,350,1290,23,-,-,93,610,-,27,-,식약처('19)
6100,D016677-ZZ-AVG,D016677,음식,오리지널 생크림 크라상,2019,뚜레쥬르,71,305,4,-,-,6,250,-,13,-,식약처('19)
6101,D016678-ZZ-AVG,D016678,음식,카페모카빵(소),2019,뚜레쥬르,128,460,10,-,-,17,380,-,10,-,식약처('19)
6102,D016679-ZZ-AVG,D016679,음식,스윗 갈릭킹,2019,뚜레쥬르,100,405,5,-,-,17,350,-,15,-,식약처('19)
6103,D016680-ZZ-AVG,D016680,음식,"겉은바삭, 속은 촉촉한 플레인스콘",2019,뚜레쥬르,67,295,6,-,-,9,240,-,8,-,식약처('19)
6104,D016681-ZZ-AVG,D016681,음식,"겉은바삭, 속은 촉촉한 쇼콜라스콘",2019,뚜레쥬르,67,300,6,-,-,9,220,-,8,-,식약처('19)
6105,D016682-ZZ-AVG,D016682,음식,낙엽소시지브레드,2019,뚜레쥬르,133,360,13,-,-,7,650,-,8,-,식약처('19)
6106,D016683-ZZ-AVG,D016683,음식,동글동글순치즈,2019,뚜레쥬르,106,310,7,-,-,17,330,-,10,-,식약처('19)
6107,D016684-ZZ-AVG,D016684,음식,카페 카야번,2019,뚜레쥬르,90,330,7,-,-,20,300,-,7,-,식약처('19)
6108,D016685-ZZ-AVG,D016685,음식,순우유브레드,2019,뚜레쥬르,114,435,10,-,-,20,460,-,10,-,식약처('19)
6109,D016686-ZZ-AVG,D016686,음식,뉴패스트리도넛,2019,뚜레쥬르,49,190,3,-,-,7,210,-,4.4,-,식약처('19)
6110,D016687-ZZ-AVG,D016687,음식,맘모스빵 (소),2019,뚜레쥬르,130,450,9,-,-,23,460,-,10,-,식약처('19)
6111,D016688-ZZ-AVG,D016688,음식,땅콩크림밀크브레드,2019,뚜레쥬르,71,260,6,-,-,8,230,-,6,-,식약처('19)
6112,D016689-ZZ-AVG,D016689,음식,허니밀크브레드,2019,뚜레쥬르,242,875,18,-,-,47,860,-,18,-,식약처('19)
6113,D016690-ZZ-AVG,D016690,음식,순꿀 호떡,2019,뚜레쥬르,71,210,4,-,-,17,170,-,1.8,-,식약처('19)
6114,D016691-ZZ-AVG,D016691,음식,추억의 옥수수소보로,2019,뚜레쥬르,109,405,9,-,-,8,320,-,13,-,식약처('19)
6115,D016692-ZZ-AVG,D016692,음식,NEW 빵 속에 순치즈,2019,뚜레쥬르,82,240,6,-,-,6,310,-,7,-,식약처('19)
6116,D016693-ZZ-AVG,D016693,음식,한겹한겹 촉촉한 밀크브레드,2019,뚜레쥬르,128,445,10,-,-,25,420,-,7,-,식약처('19)
6117,D016694-ZZ-AVG,D016694,음식,NEW 빵 속에 순우유,2019,뚜레쥬르,73,185,5,-,-,9,250,-,3.4,-,식약처('19)
6118,D016695-ZZ-AVG,D016695,음식,순 애플링,2019,뚜레쥬르,173,555,13,-,-,25,580,-,12,-,식약처('19)
6119,D016696-ZZ-AVG,D016696,음식,쫄깃한 치즈스틱,2019,뚜레쥬르,57,210,4,-,-,3,350,-,4.8,-,식약처('19)
6120,D016697-ZZ-AVG,D016697,음식,크랜베리애플크림치즈,2019,뚜레쥬르,82,240,5,-,-,10,300,-,5,-,식약처('19)
6121,D016698-ZZ-AVG,D016698,음식,겹겹이 밀크롤인,2019,뚜레쥬르,20,63,2,-,-,3,58,-,0.6,-,식약처('19)
6122,D016699-ZZ-AVG,D016699,음식,크림치즈브레드,2019,뚜레쥬르,76,245,6,-,-,9,320,-,6,-,식약처('19)
6123,D016700-ZZ-AVG,D016700,음식,잡곡고구마찹쌀브레드,2019,뚜레쥬르,256,695,16,-,-,49,840,-,7,-,식약처('19)
6124,D016701-ZZ-AVG,D016701,음식,메론빵,2019,뚜레쥬르,72,260,6,-,-,13,250,-,4.8,-,식약처('19)
6125,D016702-ZZ-AVG,D016702,음식,NEW 블루베리 크림치즈,2019,뚜레쥬르,79,235,6,-,-,8,320,-,4.6,-,식약처('19)
6126,D016703-ZZ-AVG,D016703,음식,카페모카빵(대),2019,뚜레쥬르,257,925,21,-,-,34,760,-,20,-,식약처('19)
6127,D016704-ZZ-AVG,D016704,음식,단팥앙금롤브레드,2019,뚜레쥬르,280,925,25,-,-,58,700,-,11,-,식약처('19)
6128,D016705-ZZ-AVG,D016705,음식,동글동글순우유롤,2019,뚜레쥬르,345,1250,26,-,-,41,1340,-,31,-,식약처('19)
6129,D016706-ZZ-AVG,D016706,음식,부드러운후레쉬크림샌드빵,2019,뚜레쥬르,71,275,4,-,-,11,280,-,9,-,식약처('19)
6130,D016707-ZZ-AVG,D016707,음식,깨찰빵,2019,뚜레쥬르,48,180,2,-,-,2,210,-,3.1,-,식약처('19)
6131,D016708-ZZ-AVG,D016708,음식,맘모스빵(대),2019,뚜레쥬르,250,860,17,-,-,43,890,-,19,-,식약처('19)
6132,D016709-ZZ-AVG,D016709,음식,진짜고소한땅콩크림빵,2019,뚜레쥬르,49,350,9,-,-,9,240,-,10,-,식약처('19)
6133,D016710-ZZ-AVG,D016710,음식,호두가오독오독씹히는단팥빵,2019,뚜레쥬르,107,435,11,-,-,28,300,-,3.8,-,식약처('19)
6134,D016711-ZZ-AVG,D016711,음식,땅콩크림소보로,2019,뚜레쥬르,102,465,8,-,-,21,290,-,16,-,식약처('19)
6135,D016712-ZZ-AVG,D016712,음식,연유크림만난단팥빵,2019,뚜레쥬르,105,340,9,-,-,21,320,-,4.8,-,식약처('19)
6136,D016713-ZZ-AVG,D016713,음식,행복한바나나,2019,뚜레쥬르,76,240,6,-,-,15,270,-,3.2,-,식약처('19)
6137,D016714-ZZ-AVG,D016714,음식,초코가나슈크림빵,2019,뚜레쥬르,76,270,5,-,-,28,260,-,2.5,-,식약처('19)
6138,D016715-ZZ-AVG,D016715,음식,슈크림빵,2019,뚜레쥬르,85,260,6,-,-,14,220,-,4.6,-,식약처('19)
6139,D016716-ZZ-AVG,D016716,음식,단팥빵,2019,뚜레쥬르,86,265,7,-,-,18,270,-,1.8,-,식약처('19)
6140,D016717-ZZ-AVG,D016717,음식,소보로빵,2019,뚜레쥬르,76,315,6,-,-,16,260,-,9,-,식약처('19)
6141,D016718-ZZ-AVG,D016718,음식,완두앙금빵,2019,뚜레쥬르,80,255,5,-,-,16,230,-,1.8,-,식약처('19)
6142,D016719-ZZ-AVG,D016719,음식,초코소라빵,2019,뚜레쥬르,68,245,4,-,-,28,220,-,2.2,-,식약처('19)
6143,D016720-ZZ-AVG,D016720,음식,까까웨뜨,2019,뚜레쥬르,79,325,5,-,-,11,220,-,11,-,식약처('19)
6144,D016721-ZZ-AVG,D016721,음식,더블초코칩쿠키,2019,뚜레쥬르,36,160,0.7,-,-,11,95,-,2.8,-,식약처('19)
6145,D016722-ZZ-AVG,D016722,음식,청키초코칩쿠키,2019,뚜레쥬르,36,155,0.7,-,-,11,95,-,2.8,-,식약처('19)
6146,D016723-ZZ-AVG,D016723,음식,피넛버터쿠키,2019,뚜레쥬르,36,175,0.7,-,-,12,100,-,3.7,-,식약처('19)
6147,D016724-ZZ-AVG,D016724,음식,겹겹이 치즈스틱,2019,뚜레쥬르,20,64,2,-,-,3,72,-,0.6,-,식약처('19)
6148,D016725-ZZ-AVG,D016725,음식,띠띠뽀띠띠뽀미니샌드피넛,2019,뚜레쥬르,65,215,5,-,-,7,290,-,3.8,-,식약처('19)
6149,D016726-ZZ-AVG,D016726,음식,띠띠뽀띠띠뽀미니샌드스트로베리,2019,뚜레쥬르,65,215,5,-,-,8,290,-,3.6,-,식약처('19)
6150,D016727-ZZ-AVG,D016727,음식,팥과 크림이 꽉찬 크리미 단팥,2019,뚜레쥬르,90,305,5,-,-,19,190,-,5,-,식약처('19)
6151,D016728-ZZ-AVG,D016728,음식,한입두입미니단팥빵,2019,뚜레쥬르,160,516,13,-,-,30,524,-,7,-,식약처('19)
6152,D016729-ZZ-AVG,D016729,음식,TLJ 옥수수식빵,2019,뚜레쥬르,513,1425,38,-,-,39,1670,-,14,-,식약처('19)
6153,D016730-ZZ-AVG,D016730,음식,진한두유검은콩식빵,2019,뚜레쥬르,74,225,7,-,-,8,420,-,2.4,-,식약처('19)
6154,D016731-ZZ-AVG,D016731,음식,모카패스트리식빵,2019,뚜레쥬르,72,250,6,-,-,9,260,-,7,-,식약처('19)
6155,D016732-ZZ-AVG,D016732,음식,호박패스트리식빵,2019,뚜레쥬르,341,1285,29,-,-,37,1770,-,33,-,식약처('19)
6156,D016733-ZZ-AVG,D016733,음식,롤치즈식빵,2019,뚜레쥬르,78,235,8,-,-,6,400,-,3.7,-,식약처('19)
6157,D016734-ZZ-AVG,D016734,음식,밤식빵,2019,뚜레쥬르,460,1440,28,-,-,101,1140,-,17,-,식약처('19)
6158,D016735-ZZ-AVG,D016735,음식,데니쉬식빵,2019,뚜레쥬르,72,260,5,-,-,6,320,-,11,-,식약처('19)
6159,D016736-ZZ-AVG,D016736,음식,딸기잼 듬뿍 미니식빵,2019,뚜레쥬르,295,890,19,-,-,62,930,-,12,-,식약처('19)
6160,D016737-ZZ-AVG,D016737,음식,순수한맛 순우유식빵,2019,뚜레쥬르,82,230,7,-,-,7,410,-,2.7,-,식약처('19)
6161,D016738-ZZ-AVG,D016738,음식,순수한맛 순우유롤(봉),2019,뚜레쥬르,92,295,8,-,-,7,440,-,6,-,식약처('19)
6162,D016739-ZZ-AVG,D016739,음식,데일리 우유식빵,2019,뚜레쥬르,100,280,8,-,-,8,420,-,3,-,식약처('19)
6163,D016740-ZZ-AVG,D016740,음식,열두가지 곡물식빵,2019,뚜레쥬르,100,290,10,-,-,6,480,-,3.3,-,식약처('19)
6164,D016741-ZZ-AVG,D016741,음식,바로굽는 토스트식빵,2019,뚜레쥬르,100,310,8,-,-,5,430,-,6,-,식약처('19)
6165,D016742-ZZ-AVG,D016742,음식,담백한 모닝식빵,2019,뚜레쥬르,100,280,10,-,-,7,460,-,2.3,-,식약처('19)
6166,D016743-ZZ-AVG,D016743,음식,호박검은깨식빵,2019,뚜레쥬르,100,290,9,-,-,7,430,-,2.7,-,식약처('19)
6167,D016744-ZZ-AVG,D016744,음식,깨찰도넛,2019,뚜레쥬르,56,215,2,-,-,2,200,-,3.8,-,식약처('19)
6168,D016745-ZZ-AVG,D016745,음식,프리미엄단팥도넛,2019,뚜레쥬르,108,430,8,-,-,30,300,-,3.9,-,식약처('19)
6169,D016746-ZZ-AVG,D016746,음식,렛츠트위스트,2019,뚜레쥬르,48,165,3,-,-,3,240,-,2.1,-,식약처('19)
6170,D016747-ZZ-AVG,D016747,음식,옥수수트위스트,2019,뚜레쥬르,76,255,5,-,-,8,230,-,4.7,-,식약처('19)
6171,D016748-ZZ-AVG,D016748,음식,엄마랑장볼때먹던 그때그도나쓰,2019,뚜레쥬르,135,435,5,-,-,21,640,-,4.7,-,식약처('19)
6172,D016749-ZZ-AVG,D016749,음식,슈거글레이즈드도넛,2019,뚜레쥬르,50,175,3,-,-,10,180,-,3,-,식약처('19)
6173,D016750-ZZ-AVG,D016750,음식,딸기마카롱도넛,2019,뚜레쥬르,52,225,4,-,-,3,160,-,7,-,식약처('19)
6174,D016751-ZZ-AVG,D016751,음식,롱스틱초코도넛,2019,뚜레쥬르,95,330,6,-,-,13,230,-,10,-,식약처('19)
6175,D016752-ZZ-AVG,D016752,음식,초코마카롱도넛,2019,뚜레쥬르,52,215,4,-,-,3,170,-,6,-,식약처('19)
6176,D016753-ZZ-AVG,D016753,음식,바바리안크림도넛,2019,뚜레쥬르,62,175,3,-,-,9,210,-,2.1,-,식약처('19)
6177,D016754-ZZ-AVG,D016754,음식,스트로베리쨈도넛,2019,뚜레쥬르,62,180,3,-,-,9,210,-,1.9,-,식약처('19)
6178,D016755-ZZ-AVG,D016755,음식,깜파뉴속의리얼초코,2019,뚜레쥬르,130,390,9,-,-,27,460,-,5,-,식약처('19)
6179,D016756-ZZ-AVG,D016756,음식,몽블랑패스트리,2019,뚜레쥬르,88,330,6,-,-,8,380,-,15,-,식약처('19)
6180,D016757-ZZ-AVG,D016757,음식,크림치즈데니쉬,2019,뚜레쥬르,75,305,6,-,-,16,250,-,7,-,식약처('19)
6181,D016758-ZZ-AVG,D016758,음식,NEW 파이스틱,2019,뚜레쥬르,40,170,2,-,-,5,120,-,7,-,식약처('19)
6182,D016759-ZZ-AVG,D016759,음식,고구마파이,2019,뚜레쥬르,86,285,5,-,-,11,250,-,11,-,식약처('19)
6183,D016760-ZZ-AVG,D016760,음식,밤패스트리,2019,뚜레쥬르,162,530,10,-,-,30,620,-,14,-,식약처('19)
6184,D016761-ZZ-AVG,D016761,음식,에그타르트,2019,뚜레쥬르,45,145,2,-,-,6,70,-,4.7,-,식약처('19)
6185,D016762-ZZ-AVG,D016762,음식,블랙올리브치즈브레드,2019,뚜레쥬르,86,255,8,-,-,2,530,-,2.9,-,식약처('19)
6186,D016763-ZZ-AVG,D016763,음식,바게트토스트,2019,뚜레쥬르,83,240,8,-,-,10,350,-,3.4,-,식약처('19)
6187,D016764-ZZ-AVG,D016764,음식,건포도빵,2019,뚜레쥬르,78,245,6,-,-,7,350,-,0.8,-,식약처('19)
6188,D016765-ZZ-AVG,D016765,음식,진한초콜릿깜파뉴,2019,뚜레쥬르,74,195,5,-,-,9,300,-,2.1,-,식약처('19)
6189,D016766-ZZ-AVG,D016766,음식,순꿀 바게트,2019,뚜레쥬르,100,295,8,-,-,11,430,-,2.5,-,식약처('19)
6190,D016767-ZZ-AVG,D016767,음식,프랑스바게트,2019,뚜레쥬르,89,230,9,-,-,0.7,510,-,0.2,-,식약처('19)
6191,D016768-ZZ-AVG,D016768,음식,마늘스틱,2019,뚜레쥬르,42,170,3,-,-,4,250,-,4.1,-,식약처('19)
6192,D016769-ZZ-AVG,D016769,음식,호두바게트,2019,뚜레쥬르,137,455,14,-,-,2,740,-,1.4,-,식약처('19)
6193,D016770-ZZ-AVG,D016770,음식,플레인베이글,2019,뚜레쥬르,105,295,12,-,-,12,440,-,1.5,-,식약처('19)
6194,D016771-ZZ-AVG,D016771,음식,블루베리베이글,2019,뚜레쥬르,105,320,11,-,-,17,340,-,1.8,-,식약처('19)
6195,D016772-ZZ-AVG,D016772,음식,어니언베이글,2019,뚜레쥬르,105,305,11,-,-,14,440,-,1.8,-,식약처('19)
6196,D016773-ZZ-AVG,D016773,음식,통밀빵,2019,뚜레쥬르,250,765,19,-,-,36,770,-,8,-,식약처('19)
6197,D016774-ZZ-AVG,D016774,음식,미니치즈롤,2019,뚜레쥬르,18,50,2,-,-,0.7,105,-,0.7,-,식약처('19)
6198,D016775-ZZ-AVG,D016775,음식,치즈듬뿍 순꿀꽃,2019,뚜레쥬르,180,540,22,-,-,13,810,-,14,-,식약처('19)
6199,D016776-ZZ-AVG,D016776,음식,소시지카레양파빵,2019,뚜레쥬르,124,335,13,-,-,6,550,-,7,-,식약처('19)
6200,D016777-ZZ-AVG,D016777,음식,미니데니쉬,2019,뚜레쥬르,25,100,2,-,-,5,80,-,2.3,-,식약처('19)
6201,D016778-ZZ-AVG,D016778,음식,사각후랑크패스트리,2019,뚜레쥬르,53,215,4,-,-,11,180,-,5,-,식약처('19)
6202,D016779-ZZ-AVG,D016779,음식,감자 베이컨 롤,2019,뚜레쥬르,95,270,8,-,-,13,330,-,9,-,식약처('19)
6203,D016780-ZZ-AVG,D016780,음식,추억의 사라다 고로케,2019,뚜레쥬르,127,355,6,-,-,8,380,-,6,-,식약처('19)
6204,D016781-ZZ-AVG,D016781,음식,미니햄치즈롤(봉),2019,뚜레쥬르,208,555,22,-,-,5,1370,-,8,-,식약처('19)
6205,D016782-ZZ-AVG,D016782,음식,트윈에그브레드,2019,뚜레쥬르,105,250,11,-,-,7,410,-,5,-,식약처('19)
6206,D016783-ZZ-AVG,D016783,음식,피자토스트,2019,뚜레쥬르,101,245,11,-,-,5,510,-,4.7,-,식약처('19)
6207,D016784-ZZ-AVG,D016784,음식,쫄깃한피자빵,2019,뚜레쥬르,107,235,7,-,-,7,330,-,3.7,-,식약처('19)
6208,D016785-ZZ-AVG,D016785,음식,폭신폭신모닝롤,2019,뚜레쥬르,180,750,19,-,-,31,980,-,18,-,식약처('19)
6209,D016786-ZZ-AVG,D016786,음식,후랑크패스트리,2019,뚜레쥬르,104,425,9,-,-,21,350,-,10,-,식약처('19)
6210,D016787-ZZ-AVG,D016787,음식,사르르 초코 생크림 쉬폰,2019,뚜레쥬르,396,1130,13,-,-,90,320,-,37,-,식약처('19)
6211,D016788-ZZ-AVG,D016788,음식,"4랑해, 나도",2019,뚜레쥬르,673,1920,25,-,-,1145,590,-,63,-,식약처('19)
6212,D016789-ZZ-AVG,D016789,음식,우리유자 롤케이크,2019,뚜레쥬르,100,370,6,-,-,21,141,-,3.9,-,식약처('19)
6213,D016790-ZZ-AVG,D016790,음식,볼빨간 사과 생크림,2019,뚜레쥬르,542,1475,16,-,-,150,580,-,37,-,식약처('19)
6214,D016791-ZZ-AVG,D016791,음식,부드러운 고구마 라떼 케이크,2019,뚜레쥬르,832,2530,40,-,-,123,620,-,94,-,식약처('19)
6215,D016792-ZZ-AVG,D016792,음식,진한 우유 생크림 케이크 1호,2019,뚜레쥬르,810,1420,25,-,-,84,570,-,47,-,식약처('19)
6216,D016793-ZZ-AVG,D016793,음식,크레이프 케이크,2019,뚜레쥬르,74,200,5,-,-,10,50,-,4,-,식약처('19)
6217,D016794-ZZ-AVG,D016794,음식,진한 우유 생크림 케이크 2호,2019,뚜레쥬르,1021,1580,30,-,-,104,710,-,48,-,식약처('19)
6218,D016795-ZZ-AVG,D016795,음식,바닐라 초코 하트,2019,뚜레쥬르,79,255,4,-,-,14,60,-,10,-,식약처('19)
6219,D016796-ZZ-AVG,D016796,음식,떠먹는 쿠키앤크림 볼,2019,뚜레쥬르,70,245,3,-,-,13,95,-,10,-,식약처('19)
6220,D016797-ZZ-AVG,D016797,음식,러브 블루베리 케이크,2019,뚜레쥬르,58,250,2,-,-,14,18,-,8,-,식약처('19)
6221,D016798-ZZ-AVG,D016798,음식,클래식모카케이크,2019,뚜레쥬르,70,280,4,-,-,18,65,-,8,-,식약처('19)
6222,D016799-ZZ-AVG,D016799,음식,흑당 카스테라,2019,뚜레쥬르,100,1519,7,-,-,39,100,-,0.6,-,식약처('19)
6223,D016800-ZZ-AVG,D016800,음식,사르르~ 생크림 쉬폰,2019,뚜레쥬르,333,940,11,-,-,71,260,-,31,-,식약처('19)
